source,target
Edward Howe,Matthew Loring
David Kinnison,Joseph Roby
Josiah Wheeler,Richard Hunnewell
James Seward,Peter Doyle
James Bewer,Lendall Pitts
John Cochran,Samuel Howard
Ezra Collins,Henry Stanbridge
Wait Gray,William Bell
John Lowell,John Symmes
Thomas Urann,William Pierce
Archibald MacNeil,Jeremiah Williams
Edward Burbeck,Walter Kerr
David Kinnison,Nathaniel Bradlee
Benjamin Waldo,Samuel Whitwell
David Bradlee,William Hendley
Lendall Pitts,Robert Sessions
John Hicks,William Etheridge
Abraham Hunt,Thomas Machin
Edward Dolbear,Eliphelet Newell
Gabriel Johonnott,Gibbens Sharp
John Winthrop,Nathaniel Appleton
Edward Howe,Thomas Chase
Nathaniel Hitchborn,Paul Revere
Ebenezer Stevens,Paul Revere
John Marlton,Phillip Marett
Caleb Champney,John Ballard
Caleb Hopkins,Joseph Greenleaf
George Bray,William Gould
Nathaniel Bradlee,Thomas Hunstable
Gabriel Johonnott,John Ballard
Joseph Warren,Wait Gray
James Starr,John Randall
Paul Revere,Thomas Chase
Benjamin Clarke,Nathaniel Frothingham
Eben Symmes,William Breck
Abiel Ruddock,Jos Brackett
John Russell,Joseph Shed
John Phillips,Peter Doyle
John Randall,Josiah Wheeler
John Randall,Thomas Bradlee
Paul Revere,Thomas Williams
Samuel Barrett,Thomas Webster
Moses Grant,Thomas Chrysty
John May,Samuel Howard
Henry Welles,Increase Blake
Edward Proctor,Richard Palms
John Peters,Thomas Young
John Lowell,Paul Revere
Jeremiah Williams,Thomas Spear
John Peters,Joseph Palmer
Nat Noyces,Thomas Chase
John Gammell,Nathaniel Willis
Joseph Mountford,Samuel Hammond
Phillip Marett,Seth Chipman
Samuel White,Thomas Kimball
Elisha Story,John Peters
John Peters,Nicholas Campbell
John Randall,Thomas Urann
Robert Sessions,Samuel Howard
Eben Johnston,Job Prince
Joseph Payson,Thomas Moore
Ebenezer Stevens,John Crane
Henry Prentiss,Nathaniel Willis
George Hewes,William Etheridge
Gabriel Johonnott,Joseph Greenleaf
Thomas Webster,Jefferds
Nathaniel Appleton,Perez Morton
Nat Noyces,Thomas Roylson
Capt MacKintosh,Nathaniel Willis
John Brown,John Hancock
Isaac Pearce,John Winthrop
Pierce Isaac,Samuel Barrett
Abiel Ruddock,William Hickling
James Graham,Thomas Milliken
Benjamin Simpson,Lendall Pitts
Moses Grant,William Phillips
John Bradford,John Brown
Edward Burbeck,Thomas Crafts
Benjamin Church,Jonathan Stoddard
John Gammell,John Randall
Joseph Webb,Samuel Moody
James Foster Condy,John Gammell
John Prince,Thomas Moore
Eben Symmes,Nathaniel Appleton
John Russell,Paul Revere
Jeremiah Williams,John Spurr
Eben Johnston,John Bradford
John May,Nathaniel Barber
Thomas Urann,William Hickling
John Pulling,Samuel Whitwell
Lendall Pitts,Moses Grant
Elias Parkman,Jonathan Williams
Samuel Cooper,Eckley
Caleb Hopkins,John Marson
John Peters,Samuel Barnard
Samuel Austin,William Phillips
Richard Boynton,William Whitwell
Gilbert Colesworthy,Henry Purkitt
Thomas Dawes,Thomas Fleet
Fortesque Vernon,John Winthrop
Joseph Eayres,Josiah Wheeler
John Hoffins,Thomas Milliken
Edward Burbeck,John Jenkins
Peter Slater,Samuel Cooper
Eben Hancock,Jonathan Williams
Adam Collson,Benjamin Church
Elisha Callendar,Thomas Crafts
Joseph Shed,Eckley
Edward Davis,James Ivers
Stephen Cleverly,Thomas Chase
Elias Parkman,William Breck
John Jenkins,Peter Doyle
Edward Proctor,Sam Partridge
Abiel Ruddock,Eben Hancock
John Hoffins,Joseph Webb
John Prince,Nathaniel Greene
Gershom Collier,Gilbert Colesworthy
Samuel Sprague,Eckley
John Hancock,Sam Partridge
John Hancock,Samuel Phillips
John Gammell,Lendall Pitts
Benjamin Simpson,John Crane
Moses Gill,Oliver Wendell
Peter Doyle,William Wingfield
Anthony Morse,Nathaniel Bradlee
Joseph Eayres,Thomas Williams
Ezekiel Cheever,Paul Revere
John Peters,Thomas Bradlee
Nathaniel Barber,Samuel Emmes
James Ivers,William Davis
Samuel Howard,Thomas Machin
Joseph Eaton,Joshua Wyeth
Phillip Lewis,Jefferds
James Graham,William Burbeck
Oliver Wendell,William Dennie
Paul Revere,Samuel Sprague
Joseph Greenleaf,William Hoskins
Mr Chadwell,Thomas Chrysty
James Graham,John Whitten
Edward Burbeck,Samuel Peck
Abiel Ruddock,John Boit
Henry Broomfield,Peter Boyer
Capt MacKintosh,Samuel Sprague
Gilbert Colesworthy,John Hicks
Dr Allen,William Breck
Benjamin Church,Peter Boyer
Jonathan Mason,Thomas Marshall
John Bradford,Peter Boyer
Benjamin Church,Benjamin Kent
Edward Potter,George Bray
Moses Grant,Thomas Chase
Samuel Fenno,Samuel Foster
Joseph Roby,Thomas Moore
Gershom Collier,John Russell
Amos Lincoln,Eliphelet Newell
Moses Grant,Samuel Hobbs
Thomas Melville,William Pierce
John Crane,John Hooton
Thomas Porter,William Hendley
Joseph Mountford,Thomas Spear
Henry Welles,Philip Tabor
Thomas Bradlee,William Etheridge
Benjamin Clarke,Joshua Wyeth
John Jenkins,William Gould
Gabriel Johonnott,Thomas Chase
James Swan,Thomas Chase
Jonathan Hunnewell,Matthew Loring
James Graham,Paul Revere
Enoch Brown,Paul Revere
John Peters,Richard Hunnewell
John Prince,Thomas Melville
Adam Collson,Samuel Cooper
Jonathan Stoddard,William Molineux
Caleb Champney,Joseph Greenleaf
John Whitten,William Gould
Paul Revere,William Hendley
Samuel Peck,Thomas Spear
David Bradlee,Nathaniel Greene
Gilbert Colesworthy,Joseph Lee
Richard Pulling,William Ham
Ezekiel Cheever,Thomas Hitchborn
Edward Jarvis,James Seward
John Hicks,Moses Grant
Gershom Collier,James Swan
Edward Jarvis,Samuel Peck
George Hewes,Paul Revere
John Peters,Thomas Bolter
Alexander Hill,Thomas Young
Edward Dolbear,Thomas Hunstable
Alexander Inglish,Walter Kerr
George Hewes,Thomas Urann
Richard Palms,Thomas Kimball
Jonathan Stoddard,Nathaniel Holmes
Ebenezer Stevens,Joseph Eayres
John Adams,John Sigourney
John Hancock,Thomas Chase
Capt Cazneau,John Lowell
Nathaniel Bradlee,Phineas Stearns
Benjamin Burton,Nathaniel Greene
John Ballard,Nathaniel Holmes
Elisha Story,Jonathan Hunnewell
Adam Collson,William Russell
Joseph Eayres,Samuel Barnard
Hugh Brown,Josiah Flagg
John Peters,Nathaniel Willis
Joseph Greenleaf,Thomas Roylson
Ambrose Ferrell,Jefferds
Elisha Callendar,Thomas Webster
Henry Purkitt,Thomas Porter
Ezekiel Cheever,Jonathan Williams
Henry Stanbridge,Richard Pulling
Moses Grant,William Hendley
Dr Allen,Paul Revere
John Crane,Samuel Barnard
Job Prince,Samuel Pitts
Archibald MacNeil,Samuel Hammond
Ezekiel Cheever,John Lowell
William Greenleaf,William Phillips
Abiel Ruddock,William Dennie
Ambrose Ferrell,Thomas Urann
Capt MacKintosh,Thomas Hunstable
Thomas Melville,Thomas Moore
Gilbert Colesworthy,William Etheridge
Moses Grant,Samuel Emmes
Joseph Mountford,Samuel Gore
Daniel Ingersoll,William Hendley
Paul Revere,Phillip Lewis
Bos Foster,Thomas Roylson
Joseph Shed,Thomas Bradlee
Amos Lincoln,George Hewes
Bos Foster,Henry Broomfield
Samuel Emmes,Thomas Tileston
Matthew Loring,William Pierce
Ambrose Sloper,Peter Doyle
Mr Chadwell,Thomas Peck
Nathaniel Appleton,William Powell
Henry Bass,Nathaniel Barber
Edward Potter,Samuel Barrett
Edward Howe,Samuel Cooper
Nicholas Campbell,Samuel Hammond
Amos Lincoln,William Russell
Gibbens Sharp,John Adams
Capt MacKintosh,John Crane
John Crane,Joseph Shed
Thomas Crafts,Jefferds
John Adams,Samuel Dexter
John Cochran,Nathaniel Bradlee
Elias Parkman,James Foster Condy
John Randall,William Pierce
Caleb Hopkins,James Foster Condy
Eliphelet Newell,Samuel Foster
Thomas Chase,William Hoskins
John Pitts,Moses Grant
Samuel Hobbs,Thomas Urann
Benjamin Clarke,Paul Revere
Edward Proctor,Joseph Warren
Gilbert Ash,William Ham
Seth Chipman,Thomas Crafts
Samuel Fenno,Thomas Bradlee
Peter Slater,Thomas Williams
Charles Jarvis,John Avery
Caleb Champney,Eben Symmes
Henry Purkitt,Samuel Peck
Benjamin Church,John Lambert
James Graham,Richard Pulling
John Hicks,Samuel Gore
Edward Howe,Joseph Mountford
Robert Pierpont,William Mackay
John Russell,Joseph Payson
Joseph Shed,Nathaniel Barber
Thomas Tileston,William Hickling
James Ivers,Jonathan Williams
Benjamin Burton,Nathaniel Willis
John Russell,Thomas Spear
Eliphelet Newell,Elisha Story
Phineas Stearns,William Etheridge
Amos Lincoln,Joseph Lee
Henry Stanbridge,Phillip Lewis
Peter Slater,Samuel Hobbs
John Pulling,Joseph Warren
Jonathan Mason,Jos Brackett
Robert Sessions,Thomas Bolter
John Spurr,Joseph Shed
Ezra Collins,Samuel Moody
Jonathan Hunnewell,Joseph Eaton
Nathaniel Appleton,Thomas Peck
Eliphelet Newell,Joshua Wyeth
Bos Foster,William Powell
Caleb Hopkins,Edward Davis
Ambrose Sloper,William Wingfield
Daniel Ingersoll,Nathaniel Barber
Samuel Moody,William Bell
James Swan,John Hooton
Edward Davis,Jonathan Mason
Joseph Greenleaf,Nathaniel Barber
John Hoffins,Moses Deshon
Henry Bass,James Bewer
Charles Jarvis,Henry Broomfield
Caleb Champney,Perez Morton
Joseph Eayres,William Powell
Edward Proctor,Oliver Wendell
Archibald MacNeil,Eckley
Perez Morton,William Hickling
Ebenezer Stevens,Samuel Cooper
Benjamin Waldo,Herman Brimmer
Henry Welles,Thomas Crafts
Eliphelet Newell,John Russell
Bos Foster,Moses Gill
John Matchett,Joseph Greenleaf
Paul Revere,Samuel Cooper
Gershom Collier,William Molineux
Joseph Shed,Matthew Loring
John Pulling,Samuel Austin
Elisha Story,Josiah Bradlee
Amos Lincoln,Moses Grant
John Marlton,Nicholls
Abiel Ruddock,Dr Allen
Archibald MacNeil,Thomas Urann
Samuel Pitts,William Davis
Richard Hunnewell,Robert Davis
William Davis,William Phillips
John Pulling,William Hoskins
Phineas Stearns,Thomas Chase
James Swan,Richard Palms
Abraham Hunt,Henry Purkitt
Joseph Mountford,Samuel Fenno
Anthony Morse,Joseph Lee
Ambrose Sloper,James Seward
Moses Grant,Nathaniel Appleton
John Sweetser,Richard Boynton
Archibald MacNeil,Joseph Mountford
Joseph Roby,Thomas Urann
John Hoffins,William Gould
James Swan,Samuel Adams
Samuel Sprague,Thomas Machin
Paul Revere,Sam Partridge
Thomas Marshall,William Whitwell
Joseph Shed,Samuel Howard
Joseph Greenleaf,Thomas Chrysty
Eliphelet Newell,Matthew Loring
Alexander Inglish,Samuel Moody
Edward Howe,Stephen Bruce
Thomas Chase,Thomas Marshall
Abiel Ruddock,Eben Johnston
Henry Prentiss,James Starr
John Lowell,Jonathan Stoddard
John Symmes,Thomas Chrysty
David Kinnison,Samuel Sprague
Joseph Lee,Robert Davis
Gilbert Ash,Henry Stanbridge
Moses Gill,Samuel Austin
Eliphelet Newell,William Hendley
Ebenezer Stevens,Joseph Lee
Isaac Pearce Jr,Richard Palms
Eben Johnston,Edward Proctor
Jos Brackett,Oliver Wendell
Eben Johnston,Thomas Chase
Charles Jarvis,William Powell
Edward Howe,Samuel Barnard
Henry Bass,Samuel Pitts
Henry Bass,John Winthrop
Jonathan Mason,Peter Boyer
Benjamin Burt,James Foster Condy
Benjamin Church,Benjamin Waldo
Jonathan Hunnewell,Robert Davis
David Bradlee,Eckley
Thomas Chrysty,William Hoskins
James Starr,Josiah Bradlee
Edward Potter,Thomas Crafts
Joseph Mountford,Thomas Melville
Jonathan Parker,Samuel Sprague
Thomas Chrysty,Thomas Kimball
Daniel Ingersoll,William Pierce
Gibbens Sharp,Nathaniel Appleton
Cyrus Baldwin,Henry Bass
John Pitts,Moses Gill
John Pulling,William Powell
Henry Welles,William Wingfield
Lendall Pitts,William Pierce
Daniel Ingersoll,James Starr
Peter Slater,Thomas Bradlee
Jonathan Williams,William Phillips
John Brown,John Winthrop
Joseph Shed,Robert Sessions
Benjamin Burt,Isaac Pearce Jr
Benjamin Church,James Swan
John Cochran,Samuel Foster
John Gammell,Joseph Payson
Edward Dolbear,Nathaniel Frothingham
John Winthrop,Pierce Isaac
Elias Parkman,Herman Brimmer
Samuel Peck,William Russell
James Foster Condy,Nat Noyces
Joseph Warren,Moses Gill
Caleb Champney,Capt Cazneau
Henry Welles,William Burbeck
Edward Proctor,Stephen Bruce
John Hooton,Samuel Gore
John May,Samuel Hammond
John Hoffins,Phillip Lewis
Richard Pulling,William Bell
Joseph Webb,Phillip Lewis
Lendall Pitts,William Molineux
Gilbert Colesworthy,Thomas Machin
James Starr,Joseph Mountford
Nathaniel Barber,Sam Partridge
Joseph Warren,Philip Tabor
Nicholls,William Ham
John Hancock,Samuel Dexter
Edward Burbeck,Samuel Moody
Capt MacKintosh,Thomas Moore
Edward Proctor,Samuel Hobbs
David Bradlee,John Hooton
Benjamin Kent,John Winthrop
Job Prince,William Davis
James Swan,Thomas Young
John Russell,Samuel Cooper
Nathaniel Barber,Robert Davis
Edward Davis,Joseph Eayres
George Hewes,Peter Slater
Henry Prentiss,William Pierce
Abiel Ruddock,Richard Palms
Moses Grant,Samuel Whitwell
Lendall Pitts,Eckley
Nathaniel Greene,Paul Revere
John Adams,John Matchett
Samuel Adams,Thomas Chrysty
Henry Purkitt,Joseph Payson
Jonathan Parker,Thomas Spear
Nathaniel Frothingham,Thomas Young
Joseph Shed,William Hendley
Benjamin Clarke,Thomas Williams
Ezekiel Cheever,John Merrit
Benjamin Church,Jos Brackett
Henry Purkitt,Thomas Machin
John Boit,Thomas Chrysty
Benjamin Edes,Henry Bass
John Hicks,Lendall Pitts
Jonathan Hunnewell,Samuel Howard
Nicholas Campbell,Samuel Peck
Jonathan Parker,Joseph Roby
Ezra Collins,Joseph Webb
Gilbert Ash,Jefferds
Adam Collson,Matthew Loring
Nathaniel Greene,Nicholas Campbell
Edward Howe,Henry Bass
Joseph Roby,Josiah Wheeler
James Bewer,Jonathan Hunnewell
Robert Davis,Thomas Melville
Henry Bass,Joseph Greenleaf
James Starr,Paul Revere
Henry Prentiss,Joseph Roby
Samuel Cooper,William Hendley
John May,Samuel Cooper
Nathaniel Willis,Thomas Williams
Benjamin Austin,William Powell
Amos Lincoln,James Foster Condy
Isaac Pearce Jr,William Hoskins
Henry Purkitt,Samuel Hammond
John Avery,Joseph Field
John Marlton,Paul Revere
John Russell,Samuel Foster
Abiel Ruddock,John Pitts
Benjamin Burton,Thomas Young
Gershom Collier,Thomas Williams
George Hewes,Samuel Gore
James Ivers,Samuel Adams
Caleb Hopkins,Jonathan Mason
Perez Morton,Thomas Tileston
Joseph Greenleaf,William Whitwell
Benjamin Simpson,John May
John Randall,Stephen Bruce
Josiah Wheeler,Eckley
Joshua Wyeth,Samuel Howard
John Boit,John Winthrop
Eliphelet Newell,Jeremiah Williams
Richard Hunnewell,William Molineux
John Hancock,Richard Boynton
Edward Cailleteau,John Marlton
Adam Collson,Thomas Urann
Josiah Flagg,William Palfrey
John Gammell,Jonathan Parker
James Swan,John Russell
Herman Brimmer,Thomas Chase
Pierce Isaac,Richard Boynton
Benjamin Burt,John Ballard
Joseph Eayres,William Russell
John Adams,John Ballard
Daniel Ingersoll,Thomas Spear
Samuel Peck,Thomas Urann
Edward Davis,Jonathan Williams
Phineas Stearns,Samuel Foster
Richard Boynton,Thomas Young
John Peters,Samuel Foster
Nathaniel Appleton,Thomas Young
Samuel Fenno,Thomas Bolter
Joseph Eayres,Samuel Pitts
Samuel Foster,Thomas Porter
Thomas Chrysty,William Breck
John Spurr,Samuel Barnard
Gershom Collier,Thomas Urann
Peter Boyer,Thomas Roylson
Thomas Bradlee,Thomas Spear
Thomas Urann,William Palfrey
Samuel Hammond,Thomas Young
Benjamin Church,Samuel Emmes
Gershom Collier,Joseph Mountford
Thomas Chase,Thomas Urann
Benjamin Edes,Thomas Tileston
Nathaniel Barber,Thomas Tileston
Edward Proctor,Joshua Wyeth
Abiel Ruddock,Paul Revere
Philip Tabor,William Wingfield
Mr Chadwell,William Breck
Jos Brackett,Nathaniel Barber
Caleb Hopkins,Samuel Adams
Benjamin Burton,Eckley
Adam Collson,John Lowell
John Crane,William Pierce
John Lowell,Nathaniel Appleton
James Ivers,Pierce Isaac
Edward Proctor,James Bewer
John Winthrop,William Davis
Adam Collson,Samuel Hobbs
Ebenezer Stevens,John Hicks
Samuel Peck,Thomas Porter
Samuel Moody,Thomas Urann
James Bewer,Thomas Young
James Foster Condy,Phineas Stearns
Eben Johnston,Enoch Brown
Nathaniel Frothingham,Nathaniel Willis
Eliphelet Newell,Samuel Fenno
John Hicks,Joshua Wyeth
Edward Potter,William Bell
Robert Sessions,William Russell
John Russell,Thomas Chase
John Winthrop,Thomas Hitchborn
Philip Tabor,Thomas Milliken
Eben Hancock,Pierce Isaac
Henry Bass,Jonathan Williams
Richard Hunnewell,Thomas Spear
Benjamin Church,Samuel Dexter
Nathaniel Frothingham,William Etheridge
John Hicks,Thomas Moore
Joseph Palmer,Samuel Barnard
Elisha Story,Richard Hunnewell
Benjamin Simpson,Josiah Wheeler
Benjamin Kent,James Foster Condy
Elias Parkman,Thomas Kimball
Nathaniel Barber,William Etheridge
John Winthrop,William Phillips
John Avery,Oliver Wendell
Samuel Foster,Samuel Hobbs
Ambrose Ferrell,Nathaniel Hitchborn
Thomas Bolter,William Hendley
Nathaniel Barber,Samuel Pitts
James Swan,John Merrit
Abiel Ruddock,Jonathan Williams
Capt MacKintosh,Samuel Fenno
George Hewes,Josiah Wheeler
Joseph Mountford,Nathaniel Frothingham
John Peters,Joseph Mountford
James Swan,Richard Hunnewell
Joseph Palmer,Moses Grant
John Ballard,Richard Palms
Bos Foster,William Whitwell
James Seward,Thomas Webster
Nathaniel Barber,Thomas Kimball
Jos Brackett,Martin Brimmer
John Winthrop,Moses Grant
Nathaniel Greene,Samuel Sprague
James Seward,William Bell
James Foster Condy,Nicholas Campbell
Abiel Ruddock,Moses Gill
Joseph Payson,Thomas Porter
Edward Jarvis,Phillip Lewis
John Ballard,Thomas Urann
Lendall Pitts,Samuel Hammond
Fortesque Vernon,Job Prince
Benjamin Waldo,Henry Broomfield
Hugh Brown,Joseph Webb
Jonathan Hunnewell,Joseph Roby
John Matchett,Richard Palms
Matthew Loring,Thomas Hunstable
Oliver Wendell,Robert Pierpont
James Swan,William Dennie
Benjamin Simpson,Samuel Hammond
Eben Symmes,John Merrit
Anthony Morse,Eliphelet Newell
Gershom Collier,Thomas Young
John Spurr,Nicholas Campbell
Peter Slater,William Hendley
Edward Dolbear,Thomas Urann
Eliphelet Newell,Thomas Porter
John Hancock,John Winslow
John Whitten,Samuel Moody
Samuel Foster,Thomas Williams
Joseph Eaton,Josiah Bradlee
Edward Proctor,Elisha Story
Joseph Palmer,Thomas Urann
Joseph Palmer,Samuel Hammond
John Hooton,Thomas Porter
James Bewer,John Russell
John Brown,Paul Revere
Benjamin Church,John Hancock
Benjamin Edes,John Merrit
Ambrose Ferrell,Edward Jarvis
James Swan,John Boit
Thomas Roylson,William Whitwell
Alexander Inglish,John Marlton
Alexander Hill,William Molineux
James Swan,Joseph Lee
Israel Obear,William Wingfield
Caleb Champney,Isaac Pearce
Benjamin Church,William Mackay
James Bewer,Joseph Mountford
Joseph Shed,William Molineux
Eliphelet Newell,William Molineux
David Bradlee,Thomas Chase
Joseph Greenleaf,Newn Greenough
Jonathan Parker,Thomas Urann
Anthony Morse,Capt MacKintosh
John Winthrop,Sam Partridge
James Swan,Robert Sessions
Thomas Hunstable,William Russell
Nathaniel Willis,William Russell
Israel Obear,William Burbeck
Thomas Bolter,Thomas Melville
James Starr,Samuel Gore
Samuel Emmes,Thomas Chase
Alexander Hill,William Dennie
Samuel Howard,Thomas Bolter
Adam Collson,John Matchett
Eben Johnston,Samuel Pitts
Benjamin Kent,Nathaniel Barber
Elias Parkman,Samuel Emmes
Elisha Callendar,Samuel Peck
Charles Jarvis,John Pitts
Samuel Hammond,Thomas Williams
Adam Collson,Caleb Champney
Joseph Warren,Richard Palms
Abiel Ruddock,Joseph Warren
Ebenezer Stevens,William Etheridge
Joseph Warren,Josiah Quincy
Edward Proctor,William Davis
Anthony Morse,David Bradlee
Abraham Hunt,Thomas Moore
Benjamin Clarke,John Cochran
Samuel Peck,William Ham
Gilbert Ash,Phillip Marett
Henry Bass,Oliver Wendell
James Swan,Mr Chadwell
Thomas Chase,Thomas Melville
John Gammell,Moses Grant
Benjamin Burton,David Kinnison
John Matchett,Thomas Tileston
Thomas Bolter,Thomas Hunstable
Ebenezer Stevens,Nathaniel Barber
Josiah Flagg,Paul Revere
Caleb Champney,Thomas Young
David Kinnison,John Hicks
Paul Revere,Thomas Machin
Henry Bass,William Hickling
Henry Purkitt,Eckley
Elias Parkman,Samuel White
Gilbert Ash,Phillip Lewis
Henry Bass,Stephen Bruce
Caleb Champney,Samuel White
Daniel Ingersoll,Moses Grant
Thomas Webster,William Gould
David Bradlee,Robert Sessions
James Graham,Joseph Webb
Adam Collson,John Spurr
Amos Lincoln,Robert Davis
Josiah Flagg,William Bell
Ebenezer Stevens,Robert Davis
Nicholas Campbell,William Russell
David Kinnison,Samuel Peck
James Starr,Thomas Bradlee
Dr Allen,James Swan
Benjamin Clarke,John Spurr
Alexander Inglish,Ezra Collins
Benjamin Simpson,Samuel Peck
Joseph Palmer,Josiah Wheeler
Ezekiel Cheever,Thomas Peck
Edward Proctor,Isaac Pearce Jr
Anthony Morse,Moses Grant
Elisha Story,Samuel Gore
David Bradlee,Thomas Porter
James Starr,Samuel Hobbs
Elisha Callendar,John Whitten
Ezra Collins,Phillip Marett
Benjamin Simpson,Thomas Porter
Elisha Story,James Starr
John Crane,Thomas Williams
Samuel Peck,William Etheridge
Elisha Story,William Etheridge
James Starr,Samuel Hammond
Bos Foster,John Winthrop
Samuel Hobbs,Thomas Hunstable
James Starr,Thomas Moore
Newn Greenough,William Whitwell
John Gammell,Josiah Bradlee
Capt Cazneau,Elias Parkman
Daniel Ingersoll,Joshua Wyeth
Increase Blake,Phillip Lewis
John Marlton,Seth Chipman
Henry Broomfield,John Pitts
David Kinnison,John Cochran
Gershom Collier,Samuel Fenno
Thomas Kimball,William Molineux
Henry Bass,Thomas Melville
Benjamin Waldo,Job Prince
Archibald MacNeil,Samuel Peck
